message_text,label_intent,split
calculate accommodation bill for room 40 for 4 nights,calculate_accommodation_billing,train
any budget-friendly destination ideas for weekend,get_recommendation,train
please confirm my booking for room 22,book_accommodation,train
what trip do you suggest this weekend,get_recommendation,train
give me quick info about city attractions,get_tourism_information,train
reserve room 40 for 5 nights,book_accommodation,test
estimate hotel charges for 1 guests for 5 nights,calculate_accommodation_billing,train
suggest a tour option under 1200 budget,get_recommendation,test
where can i read official details about waterfall destinations,get_tourism_information,train
suggest accommodation with hot shower and quiet area near kalumboyan,get_accommodation_recommendation,val
what is the cost for a city itinerary,calculate_billing,train
book an accommodation with aircon for tomorrow,book_accommodation,train
recommend an inn in bayawan for 5 guests under 3000,get_accommodation_recommendation,train
show details about local destinations near bayawan,get_tourism_information,val
suggest a scenic sunset trip for students,get_recommendation,test
suggest a adventure nature trip for solo,get_recommendation,train
compute my inn bill for friday and saturday,calculate_accommodation_billing,train
recommend the top tour options in bayawan,get_recommendation,train
tour payment breakdown please,calculate_billing,train
suggest accommodation with wifi and quiet area near villareal,get_accommodation_recommendation,train
help me book accommodation for saturday,book_accommodation,train
recommend an inn in terminal area for 5 guests under 1800,get_accommodation_recommendation,val
show total charge for day tour,calculate_billing,val
i need a waterfall itinerary for the weekend,get_recommendation,train
suggest a tour package under 3500,get_recommendation,val
can you share history and details of sunset places in villareal,get_tourism_information,train
how much will i pay for this hotel room,calculate_accommodation_billing,train
recommend something for a birthday outing,get_recommendation,train
can you provide a tour price breakdown for 4 people,calculate_billing,train
suggest accommodation with parking and aircon near poblacion,get_accommodation_recommendation,test
suggest a educational sunset trip for friends,get_recommendation,train
show me options with beach view under 3000 for 3 guests in banga,get_accommodation_recommendation,train
please compute the room total for check in 2026-03-25 check out 2026-03-27,calculate_accommodation_billing,train
show my accommodation billing breakdown for 4 nights,calculate_accommodation_billing,train
show details about local destinations near terminal area,get_tourism_information,train
help me choose a weekend tour,get_recommendation,test
book room 6 for 2 guests,book_accommodation,test
recommend top places for a city experience,get_recommendation,train
suggest accommodation with aircon and parking near city proper,get_accommodation_recommendation,val
please estimate charge for room plus service fee,calculate_accommodation_billing,train
compute lodging cost with hot shower included,calculate_accommodation_billing,train
suggest accommodation with parking and breakfast near city proper,get_accommodation_recommendation,train
reserve a room near the terminal for tomorrow,book_accommodation,train
can you book a hotel room from april 4 to april 6,book_accommodation,train
recommend an inn in suba for 4 guests under 2500 with wifi and aircon from 2026-03-20 to 2026-03-22,get_accommodation_recommendation,train
compute activity tour charges,calculate_billing,train
book room 7 for 2 guests from 2026-03-20 to 2026-03-22,book_accommodation,train
recommend top places for a weekend experience,get_recommendation,train
recommend a good nature tour option,get_recommendation,train
how much is the family tour package for 1 pax,calculate_billing,test
estimate hotel charges for 5 guests for 5 nights,calculate_accommodation_billing,train
show details of tourist sites,get_tourism_information,train
calculate accommodation bill for room 10 for 5 nights,calculate_accommodation_billing,train
please compute the room total for check in 2026-03-20 check out 2026-03-22,calculate_accommodation_billing,train
i need accommodation options around villareal,get_accommodation_recommendation,train
compute total payment for weekend package,calculate_billing,train
calculate accommodation bill for room 14,calculate_accommodation_billing,test
what is the cost for a family itinerary,calculate_billing,train
calculate the total cost of the river tour package for 3 guests,calculate_billing,train
give me tourism information about city attractions,get_tourism_information,train
find me a place to stay from 2026-04-17 to 2026-04-19,get_accommodation_recommendation,train
compute the hotel room bill for 2 nights and 2 guests,calculate_accommodation_billing,test
book now,book_accommodation,train
tour amount calculation for 3 adults,calculate_billing,train
lock in this room for me,book_accommodation,train
what hotel can you recommend for 2 people,get_accommodation_recommendation,train
compute lodging cost with quiet area included,calculate_accommodation_billing,train
i need a place to stay under 1800,get_accommodation_recommendation,train
which hotel is good for business trip,get_accommodation_recommendation,val
show accommodation bookings,book_accommodation,train
reserve room 40 for 3 nights,book_accommodation,train
show tourism information records and details for bayawan,get_tourism_information,train
suggest a tour for one day only,get_recommendation,train
give me the total tour invoice for a heritage trip,calculate_billing,train
can you provide a tour price breakdown for 6 people,calculate_billing,train
can you share history and details of waterfall places in terminal area,get_tourism_information,test
i need travel info for bayawan,get_tourism_information,test
recommend an inn in ubos for 4 guests under 2500 with wifi and aircon from 2026-03-20 to 2026-03-22,get_accommodation_recommendation,train
what is the billing for our package,calculate_billing,train
what hotel can you recommend for 6 people,get_accommodation_recommendation,test
calculate accommodation bill for room 6 for 1 nights,calculate_accommodation_billing,train
how much is the half-day tour package for 1 pax,calculate_billing,val
show room billing computation for my stay,calculate_accommodation_billing,train
best tourism activity near poblacion,get_recommendation,train
estimate hotel charges for 4 guests for 3 nights,calculate_accommodation_billing,train
book room 4 for one night,book_accommodation,test
share tourism guide details for weekend visitors,get_tourism_information,train
recommend a weekend itinerary near near downtown,get_recommendation,train
calculate the total accommodation payment for this hotel stay,calculate_accommodation_billing,train
show me hotel recommendations near poblacion under 2500,get_accommodation_recommendation,train
confirm reservation for room 10,book_accommodation,train
recommend an inn in terminal area for 3 guests under 2200,get_accommodation_recommendation,train
how much is room 5 from 2026-04-02 to 2026-04-04,calculate_accommodation_billing,val
can you provide a tour price breakdown for 5 people,calculate_billing,train
i want to book an inn in poblacion for 5 guests,book_accommodation,val
how much is the full accommodation payment,calculate_accommodation_billing,train
please confirm my booking for room 59,book_accommodation,train
give me a tour suggestion for a short trip,get_recommendation,train
please confirm my booking for room 35,book_accommodation,train
recommend the best tour package for a family of four,get_recommendation,train
book an inn room with wifi for two guests,book_accommodation,train
where can i read tourist spot descriptions,get_tourism_information,train
recommend a family tour in bayawan,get_recommendation,train
calculate accommodation bill for room 64 for 4 nights,calculate_accommodation_billing,train
what destinations are good for day trips,get_tourism_information,test
compute tour total with entrance fees,calculate_billing,val
can you share history and details of sunset places in terminal area,get_tourism_information,test
tour billing for 1 adults and budget 1200,calculate_billing,test
what are the tourist spots in nangka,get_tourism_information,train
suggest accommodation with breakfast and wifi near villareal,get_accommodation_recommendation,train
recommend tour options for a family outing,get_recommendation,train
any budget-friendly destination ideas for short trip,get_recommendation,train
suggest a tour package under 1500,get_recommendation,train
recommend a cheap inn in bayawan for 2 guests,get_accommodation_recommendation,train
what is the cost for a heritage itinerary,calculate_billing,val
show affordable rooms below 1800 with quiet area,get_accommodation_recommendation,train
book room 73 for 3 guests from 2026-03-20 to 2026-03-22,book_accommodation,val
how much is the half-day tour package for 3 pax,calculate_billing,train
recommend a one day itinerary near near downtown,get_recommendation,train
suggest a tour with light activity,get_recommendation,train
book room 5 for 2 nights from 2026-03-13 to 2026-03-15,book_accommodation,train
what tourist areas are accessible,get_tourism_information,train
calculate tour bill for 4 guests,calculate_billing,train
what is our remaining tour balance,calculate_billing,train
any beach attraction information,get_tourism_information,train
recommend a hotel in bayawan,get_accommodation_recommendation,train
what is the total room payment if budget is around 3500,calculate_accommodation_billing,train
how much is room 55 from 2026-04-10 to 2026-04-12,calculate_accommodation_billing,train
suggest accommodation with parking and quiet area near terminal area,get_accommodation_recommendation,train
please confirm my booking for room 10,book_accommodation,train
what landmarks are open on weekends,get_tourism_information,train
calculate tour bill for 2 guests,calculate_billing,train
please show accommodation amount due,calculate_accommodation_billing,train
reserve a place to stay near city proper this weekend,book_accommodation,test
generate accommodation invoice estimate,calculate_accommodation_billing,train
tour billing for 2 adults and budget 1500,calculate_billing,train
reserve a place to stay near poblacion this weekend,book_accommodation,train
recommend an inn in poblacion for 3 guests under 2500 with wifi and aircon from 2026-03-20 to 2026-03-22,get_accommodation_recommendation,val
tour billing for 3 adults and budget 2200,calculate_billing,train
tour cost estimate for tomorrow,calculate_billing,test
recommend a city tour in bayawan,get_recommendation,test
book room 5 for 1 guest from 2026-03-10 to 2026-03-12,book_accommodation,train
calculate accommodation payment for two rooms,calculate_accommodation_billing,train
total accommodation fee for room 11,calculate_accommodation_billing,train
list bayawan attractions with brief details,get_tourism_information,test
tour billing for 4 adults and budget 1800,calculate_billing,train
room fee total for two nights and two guests,calculate_accommodation_billing,train
