aug_id,source_query_id,label_intent,message_text,source
AUGB_00223,GTI_005,get_tourism_information,I need help with this request: What is the entrance fee for the marine sanctuary?,manual_query_balancing_v2
AUGB_00224,GTI_006,get_tourism_information,Please provide details about transportation to this tourist site.,manual_query_balancing_v2
AUGB_00225,GTI_006,get_tourism_information,Please provide tourism spot details: Please provide details about transportation to this tourist site.,manual_query_balancing_v2
AUGB_00226,GTI_006,get_tourism_information,I need help with this request: Please provide details about transportation to this tourist site.,manual_query_balancing_v2
AUGB_00227,GTI_007,get_tourism_information,Is the tourist information center open on weekends?,manual_query_balancing_v2
AUGB_00228,GTI_007,get_tourism_information,Please provide tourism spot details: Is the tourist information center open on weekends?,manual_query_balancing_v2
AUGB_00229,GTI_007,get_tourism_information,I need help with this request: Is the tourist information center open on weekends?,manual_query_balancing_v2
AUGB_00230,GTI_008,get_tourism_information,Share basic facts about the local mangrove park.,manual_query_balancing_v2
AUGB_00231,GTI_008,get_tourism_information,Please provide tourism spot details: Share basic facts about the local mangrove park.,manual_query_balancing_v2
AUGB_00232,GTI_008,get_tourism_information,I need help with this request: Share basic facts about the local mangrove park.,manual_query_balancing_v2
AUGB_00233,GTI_009,get_tourism_information,What amenities are available at this attraction?,manual_query_balancing_v2
AUGB_00234,GTI_009,get_tourism_information,Please provide tourism spot details: What amenities are available at this attraction?,manual_query_balancing_v2
AUGB_00235,GTI_009,get_tourism_information,I need help with this request: What amenities are available at this attraction?,manual_query_balancing_v2
AUGB_00236,GTI_010,get_tourism_information,I need contact number and address of the tourism office.,manual_query_balancing_v2
AUGB_00237,GTI_010,get_tourism_information,Please provide tourism spot details: I need contact number and address of the tourism office.,manual_query_balancing_v2
AUGB_00238,GTI_010,get_tourism_information,I need help with this request: I need contact number and address of the tourism office.,manual_query_balancing_v2
AUGB_00239,GTI_011,get_tourism_information,What time does the nature park open and close?,manual_query_balancing_v2
AUGB_00240,GTI_011,get_tourism_information,Please provide tourism spot details: What time does the nature park open and close?,manual_query_balancing_v2
