created_at,log_id,user_id,session_id,resolved_intent,intent_classifier_source,response_nlg_source,fallback_used,user_message,bot_response,params_json,step_event_count_in_session,step_event_click_count_in_session,step_event_book_count_in_session,recommendation_result_count_in_session,latest_recommendation_trace_count
2026-03-23T18:49:50.095016+00:00,45,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,need nako ug hotel sa villareal,"Top hotel/inn recommendations for you (CNN + Decision Tree):
1. Riverside Travelers Lodge - Economy Single | Room ID: 111 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 850.00 per night | 1 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (1/1 pax)
2. Riverside Travelers Lodge - Standard Double | Room ID: 112 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | 2 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (1/2 pax)
3. Riverside Travelers Lodge - Quad Room | Room ID: 113 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | 4 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (1/4 pax)

To continue booking, please share your budget per night in PHP, number of guests, check-in/check-out dates or number of nights.","{""location"": ""villareal"", ""accom_name"": ""in villareal"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-23T18:50:10.223114+00:00,46,QE8WW,,book_accommodation,text_cnn_low_confidence,openai_nlg_disabled,1,book room 111,"I found a room match, but I still need your dates to book it.
Matched room: Riverside Travelers Lodge - Economy Single (Room 111)
Please send your check-in and check-out dates in YYYY-MM-DD format.","{""location"": ""villareal"", ""accom_name"": ""in villareal"", ""company_type"": ""hotel"", ""room_id"": ""111""}",0,0,0,0,0
2026-03-24T01:16:26.278627+00:00,47,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Standard Double | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | up to 2 guests
2. Poblacion Central Suites - Premium Family Suite | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
3. Top View Inn Bayawan - Matrimonial Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 950.00 per night | up to 2 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-24T02:01:30.496042+00:00,48,,,view_my_accommodation_bookings,,,0,how many accommodation bookings today?,I found your admin dashboard. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-24T02:01:49.316044+00:00,49,,,view_my_accommodation_bookings,,,0,the accommodation bookings?,I found your admin dashboard. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-24T02:29:20.063406+00:00,50,,,booking_count_summary,,,0,how many accommodation bookings today?,"Booking summary for today (2026-03-24): Total 0, Pending 0, Confirmed 0, Declined 0, Cancelled 0.",{},0,0,0,0,0
2026-03-24T02:29:35.252406+00:00,51,,,admin_pending_accommodations,,,0,show pending accommodations,"Accommodation moderation summary: Pending 0, Accepted 9, Declined 1.",{},0,0,0,0,0
2026-03-24T02:47:03.089022+00:00,52,,,employee_assigned_tours,,,0,open assigned tours,I found your assigned tours page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-24T04:30:41.576313+00:00,53,,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,hel[,"Tour package recommendations are currently guest-focused. Admin assistant mode is active.
I can answer tourism information, show moderation summaries, and help with quick navigation.
Use the Admin Dashboard for approvals, encoding, and reports.",{},0,0,0,0,0
2026-03-24T04:30:51.103429+00:00,54,,,role_help,,,0,help,"Admin assistant mode is active.
I can answer tourism information, show moderation summaries, and help with quick navigation.
Use the Admin Dashboard for approvals, encoding, and reports.",{},0,0,0,0,0
2026-03-24T04:30:59.670956+00:00,55,,,admin_accommodation_bookings,,,0,Open accommodation bookings,I found the Accommodation Bookings page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-24T04:36:52.712581+00:00,56,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Poblacion Central Suites - Executive Twin | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
2. Riverside Travelers Lodge - Quad Room | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | up to 4 guests
3. Top View Inn Bayawan - Matrimonial Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 950.00 per night | up to 2 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-24T04:37:28.036107+00:00,57,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,"ga kinahanglan kog hotel sa villareal, 2 guests, 1500 ang budget.","I understood: accommodation type: hotel; guests: 2. I just need a few more details.
- Which area in Bayawan should I prioritize?
- What is your budget per night in PHP?
- Please share check-in/check-out dates (YYYY-MM-DD) or tell me number of nights.

You can send them in one message, for example:
hotel in bayawan, budget 1500, 2 guests, 2026-03-10 to 2026-03-12","{""guests"": 2, ""accom_name"": ""sa villareal"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-24T04:37:50.240117+00:00,58,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,"sa Villareal, 1500 ang budget","I understood: guests: 2.
I couldn’t find a strong tour match yet. Try increasing budget, changing tour type, or sharing preferred destination.","{""guests"": 2, ""accom_name"": ""sa villareal"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-24T04:38:07.093107+00:00,59,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,"sa Villareal, 1500 budget","I understood: guests: 1.
I couldn’t find a strong tour match yet. Try increasing budget, changing tour type, or sharing preferred destination.",{},0,0,0,0,0
2026-03-24T15:18:38.049935+00:00,60,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Economy Single | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 850.00 per night | up to 1 guests
2. Riverside Travelers Lodge - Quad Room | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | up to 4 guests
3. Top View Inn Bayawan - Family Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | up to 4 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-25T11:36:39.335019+00:00,61,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Quad Room | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | up to 4 guests
2. Riverside Travelers Lodge - Standard Double | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | up to 2 guests
3. Poblacion Central Suites - Premium Family Suite | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-25T11:36:53.918066+00:00,62,QE8WW,,get_tourism_information,text_cnn_low_confidence,openai_nlg_disabled,1,show tourism information,I don't have published tourism information yet. Please check back later once the Tourism Office publishes records.,{},0,0,0,0,0
2026-03-25T11:37:15.119123+00:00,63,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,show available hotels in Villareal,"Top hotel/inn recommendations for you (CNN + Decision Tree):
1. Riverside Travelers Lodge - Economy Single | Room ID: 111 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 850.00 per night | 1 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (1/1 pax)
2. Riverside Travelers Lodge - Standard Double | Room ID: 112 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | 2 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (1/2 pax)
3. Riverside Travelers Lodge - Quad Room | Room ID: 113 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | 4 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (1/4 pax)

To continue booking, please share your budget per night in PHP, number of guests, check-in/check-out dates or number of nights.","{""location"": ""villareal"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-25T11:37:48.704124+00:00,64,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,good for 2 guests with 1500 budget,Please share check-in/check-out dates (YYYY-MM-DD) or tell me the number of nights.,"{""location"": ""villareal"", ""company_type"": ""hotel"", ""guests"": 2, ""budget"": 1500}",0,0,0,0,0
2026-03-25T11:38:22.523345+00:00,65,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,"April 1, 2026 to April 3, 2026","Top hotel/inn recommendations for you (CNN + Decision Tree):
1. Riverside Travelers Lodge - Standard Double | Room ID: 112 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | 2 pax
   Reasons: Within your budget (PHP 1300.00 <= PHP 1500.00); Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (2/2 pax)","{""location"": ""villareal"", ""company_type"": ""hotel"", ""guests"": 2, ""budget"": 1500, ""check_in"": ""2026-04-01"", ""check_out"": ""2026-04-03"", ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.6093059778213501}",0,0,0,0,0
2026-03-25T11:38:41.774347+00:00,66,QE8WW,,book_accommodation,text_cnn_low_confidence,openai_nlg_disabled,1,book room 112,"Booking Draft (Not yet saved)
Booking ID: Pending confirmation
Hotel: Riverside Travelers Lodge
Room: Standard Double (Room 112)
Check-in: 2026-04-01
Check-out: 2026-04-03
Nights: 2
Guests: 2
Rate per night: PHP 1300.00
Estimated Total: PHP 2600.00
Booking Status: Awaiting confirmation
Payment Status: Unpaid
Estimated total: PHP 2600.00 for 2 nights.
Confirm booking to generate LGU billing reference/link? (Yes/No)","{""location"": ""villareal"", ""company_type"": ""hotel"", ""guests"": 2, ""budget"": 1500, ""check_in"": ""2026-04-01"", ""check_out"": ""2026-04-03"", ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.6093059778213501, ""room_id"": ""112""}",0,0,0,0,0
2026-03-25T11:38:58.383346+00:00,67,QE8WW,,book_accommodation_confirmation,,,0,Yes,"Booking Receipt / Summary (Accommodation)
Booking ID: #44
Hotel: Riverside Travelers Lodge
Room: Standard Double (Room 112)
Check-in: 2026-04-01
Check-out: 2026-04-03
Nights: 2
Guests: 2
Rate per night: PHP 1300.00
Estimated Total: PHP 2600.00
Booking Status: Pending
Payment Status: Unpaid
Billing / Payment Link: use the button/link provided in the chat.","{""room_id"": 112, ""check_in"": ""2026-04-01"", ""check_out"": ""2026-04-03"", ""guests"": 2}",0,0,0,0,0
2026-03-25T11:56:03.118134+00:00,68,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Quad Room | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | up to 4 guests
2. Top View Inn Bayawan - Family Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | up to 4 guests
3. Poblacion Central Suites - Business Single | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1100.00 per night | up to 1 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-25T12:27:05.387414+00:00,69,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Standard Double | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | up to 2 guests
2. Top View Inn Bayawan - Single Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 700.00 per night | up to 1 guests
3. Poblacion Central Suites - Executive Twin | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T11:36:33.495301+00:00,70,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Poblacion Central Suites - Premium Family Suite | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
2. Poblacion Central Suites - Executive Twin | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
3. Top View Inn Bayawan - Single Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 700.00 per night | up to 1 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T11:36:56.860360+00:00,71,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,show me available rooms,"Based on your 1 past booking(s), I can use defaults around PHP 3400, hotel stays, in National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental. Want similar options? Reply yes or no.",{},0,0,0,0,0
2026-03-26T11:37:08.139772+00:00,72,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,"I can proceed once I get a few more details.
- Do you prefer a hotel, an inn, or either?
- Which area in Bayawan should I prioritize?
- What is your budget per night in PHP?
- How many guests will stay?
- Please share check-in/check-out dates (YYYY-MM-DD) or tell me number of nights.

You can send them in one message, for example:
hotel in bayawan, budget 1500, 2 guests, 2026-03-10 to 2026-03-12",{},0,0,0,0,0
2026-03-26T11:49:27.100725+00:00,73,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Poblacion Central Suites - Premium Family Suite | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
2. Top View Inn Bayawan - Family Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | up to 4 guests
3. Poblacion Central Suites - Business Single | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1100.00 per night | up to 1 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T11:49:40.617678+00:00,74,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,show available rooms,"Based on your 1 past booking(s), I can use defaults around PHP 3400, hotel stays, in National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental. Want similar options? Reply yes or no.",{},0,0,0,0,0
2026-03-26T11:49:49.392922+00:00,75,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,"Share the details of your hotel/inn inquiry or booking so I can help you find available rooms.
- preferred accommodation type: hotel, inn, or either
- preferred area in Bayawan
- budget per night in PHP
- number of guests
- check-in/check-out dates (YYYY-MM-DD) or number of nights

You can ask about hotels, inns, or room availability in one message, for example:
I want to book a hotel in Bayawan, budget 1500, 2 guests, 2026-03-10 to 2026-03-12
or
Show me available inn rooms in Poblacion for 2 guests under PHP 1500.",{},0,0,0,0,0
2026-03-26T12:09:01.872633+00:00,76,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Top View Inn Bayawan - Single Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 700.00 per night | up to 1 guests
2. Poblacion Central Suites - Business Single | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1100.00 per night | up to 1 guests
3. Riverside Travelers Lodge - Economy Single | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 850.00 per night | up to 1 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T12:09:12.125425+00:00,77,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,show available rooms in bayawan,"Based on your 1 past booking(s), I can use defaults around PHP 3400, hotel stays. Want similar options? Reply yes or no.","{""location"": ""bayawan""}",0,0,0,0,0
2026-03-26T12:09:18.183964+00:00,78,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,"I understood: location: bayawan. For your hotel/inn inquiry, do you prefer a hotel, an inn, or either?","{""location"": ""bayawan""}",0,0,0,0,0
2026-03-26T12:09:48.427897+00:00,79,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,a hotel please,"Based on your 1 past booking(s), I can use defaults around PHP 3400. Want similar options? Reply yes or no.","{""location"": ""bayawan"", ""accom_name"": ""please"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-26T12:10:01.976091+00:00,80,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,I understood: accommodation type: hotel; location: bayawan. Please share your check-in/check-out dates (YYYY-MM-DD) or tell me how many nights you plan to stay.,"{""location"": ""bayawan"", ""accom_name"": ""please"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-26T12:10:13.487868+00:00,81,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,2 nights,"Based on your 1 past booking(s), I can use defaults around PHP 3400. Want similar options? Reply yes or no.","{""location"": ""bayawan"", ""accom_name"": ""please"", ""company_type"": ""hotel"", ""nights"": 2}",0,0,0,0,0
2026-03-26T12:10:22.065393+00:00,82,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,I understood: accommodation type: hotel; location: bayawan; stay details received. How many guests will stay in the room?,"{""location"": ""bayawan"", ""accom_name"": ""please"", ""company_type"": ""hotel"", ""nights"": 2}",0,0,0,0,0
2026-03-26T12:10:36.177241+00:00,83,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,4 guests,"Based on your 1 past booking(s), I can use defaults around PHP 3400. Want similar options? Reply yes or no.","{""location"": ""bayawan"", ""accom_name"": ""please"", ""company_type"": ""hotel"", ""nights"": 2, ""guests"": 4}",0,0,0,0,0
2026-03-26T12:18:07.176951+00:00,84,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Quad Room | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | up to 4 guests
2. Top View Inn Bayawan - Family Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | up to 4 guests
3. Top View Inn Bayawan - Single Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 700.00 per night | up to 1 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T12:18:29.988482+00:00,85,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,available hotels near terminal,"Based on your 1 past booking(s), I can use defaults around PHP 3400. Want similar options? Reply yes or no.","{""location"": ""terminal area"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-26T12:18:39.435016+00:00,86,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,I understood: accommodation type: hotel; location: terminal area. Please share your check-in/check-out dates (YYYY-MM-DD) or tell me how many nights you plan to stay.,"{""location"": ""terminal area"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-26T12:19:32.601866+00:00,87,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,2 nights,I understood: accommodation type: hotel; location: terminal area; stay details received. How many guests will stay in the room?,"{""location"": ""terminal area"", ""company_type"": ""hotel"", ""nights"": 2}",0,0,0,0,0
2026-03-26T12:19:55.831942+00:00,88,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled|gemini_back_translate,1,2,"Ik heb begrepen: type: hotel; locatie: terminalgebied; budget: PHP 2.00; gasten: 2.
Ik kon nog geen sterke hotel-/pensionovereenkomst vinden.","{""location"": ""terminal area"", ""company_type"": ""hotel"", ""nights"": 2, ""budget"": 2, ""guests"": 2, ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.25651291012763977}",0,0,0,0,0
2026-03-26T13:14:22.611502+00:00,89,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Poblacion Central Suites - Business Single | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1100.00 per night | up to 1 guests
2. Top View Inn Bayawan - Family Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | up to 4 guests
3. Top View Inn Bayawan - Matrimonial Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 950.00 per night | up to 2 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T13:14:48.284846+00:00,90,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,looking for a hotel in bayawan,"Based on your 1 past booking(s), I can apply similar preferences such as around PHP 3400. Would you like me to proceed with these defaults? Please reply Yes or No.","{""location"": ""bayawan"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-26T13:14:56.188293+00:00,91,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,No,"Thank you. I have recorded the following details: accommodation type: hotel; location: bayawan. Please provide your check-in/check-out dates (YYYY-MM-DD), or indicate how many nights you plan to stay.","{""location"": ""bayawan"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-26T13:15:18.220030+00:00,92,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,i'm planning to stay for 2 nights,Thank you. I have recorded the following details: accommodation type: hotel; location: bayawan; stay details received. Please indicate how many guests will stay in the room.,"{""location"": ""bayawan"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel"", ""nights"": 2}",0,0,0,0,0
2026-03-26T13:15:41.319370+00:00,93,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,2 guests,"Top hotel/inn recommendations for you (CNN + Decision Tree):
1. Riverside Travelers Lodge - Quad Room | Room ID: 113 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | 4 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (2/4 pax)
2. Poblacion Central Suites - Executive Twin | Room ID: 115 | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | 5 pax
   Reasons: No budget limit provided; Location match: National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (2/5 pax)
3. Poblacion Central Suites - Premium Family Suite | Room ID: 116 | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | 5 pax
   Reasons: No budget limit provided; Location match: National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (2/5 pax)

To continue booking, Please provide your preferred budget per night in PHP.","{""location"": ""bayawan"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel"", ""nights"": 2, ""guests"": 2}",0,0,0,0,0
2026-03-26T13:16:16.947042+00:00,94,QE8WW,,book_accommodation,text_cnn_low_confidence,openai_nlg_disabled,1,I want to book the Villareal Room,"I couldn’t map that booking request to a valid room yet.
Please provide a room ID or clearer hotel details.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.","{""location"": ""bayawan"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel"", ""nights"": 2, ""guests"": 2}",0,0,0,0,0
2026-03-26T13:16:39.166222+00:00,95,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,more hotels in Villareal,"Top hotel/inn recommendations for you (CNN + Decision Tree):
1. Riverside Travelers Lodge - Quad Room | Room ID: 113 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | 4 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (2/4 pax)
2. Riverside Travelers Lodge - Standard Double | Room ID: 112 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | 2 pax
   Reasons: No budget limit provided; Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (2/2 pax)

To continue booking, Please provide your preferred budget per night in PHP.","{""location"": ""villareal"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel"", ""nights"": 2, ""guests"": 2}",0,0,0,0,0
2026-03-26T13:17:02.598099+00:00,96,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,1500 budget,"Top hotel/inn recommendations for you (CNN + Decision Tree):
1. Riverside Travelers Lodge - Standard Double | Room ID: 112 | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | 2 pax
   Reasons: Within your budget (PHP 1300.00 <= PHP 1500.00); Location match: Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental; Hotel type match; Fits your guest count (2/2 pax)","{""location"": ""villareal"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel"", ""nights"": 2, ""guests"": 2, ""budget"": 1500, ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.3793986141681671}",0,0,0,0,0
2026-03-26T13:17:16.560213+00:00,97,QE8WW,,book_accommodation,text_cnn_low_confidence,openai_nlg_disabled,1,book room 112,"I can prepare your booking now. I just need the missing stay date details.
I understood: room: Riverside Travelers Lodge - Standard Double (Room 112); guests: 2.
Please provide both check-in and check-out dates in YYYY-MM-DD format (example: 2026-03-10 to 2026-03-12).","{""location"": ""villareal"", ""accom_name"": ""in bayawan"", ""company_type"": ""hotel"", ""nights"": 2, ""guests"": 2, ""budget"": 1500, ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.3793986141681671, ""room_id"": ""112""}",0,0,0,0,0
